index,trialid,source_register,date_registration,date_enrollement,retrospective_registration,normed_spon_names,recruitment_status,phase,study_type,countries,public_title,study_category,intervention,intervention_list,target_enrollment,web_address,cross_registrations
3446,NCT04342182,ClinicalTrials.gov,2020-03-31,2020-04-08,False,Erasmus Medical Center,Not Recruiting,Phase 2/Phase 3,Interventional,Netherlands,Convalescent Plasma as Therapy for Covid-19 Severe SARS-CoV-2 Disease (CONCOVID Study),ATMP,Plasma,Plasma,426,https://clinicaltrials.gov/show/NCT04342182,None
3447,NCT04342195,ClinicalTrials.gov,2020-04-08,2020-03-25,True,Columbia University,Recruiting,Not Applicable,Observational,United States,Acquiring Convalescent Specimens for COVID-19 Antibodies,Clinical Presentation,No Intervention,No Intervention,50,https://clinicaltrials.gov/show/NCT04342195,None
3448,NCT04342208,ClinicalTrials.gov,2020-04-07,2020-04-10,False,Istanbul University-Cerrahpasa,Not Recruiting,Not Applicable,Observational,No Country Given,Evaluate the Working Environments of Individuals Working From Home During Covid-19 Outbreak,Other,Other,Other,500,https://clinicaltrials.gov/show/NCT04342208,None
3449,NCT04342637,ClinicalTrials.gov,2020-04-07,2020-04-10,False,Al-Azhar University,Not Recruiting,Not Applicable,Observational,"Egypt, United States, Iran",COVID-19 Endoscopy Survey,Other,Other,Other,163,https://clinicaltrials.gov/show/NCT04342637,None
3450,NCT04342650,ClinicalTrials.gov,2020-04-04,2020-04-08,False,Fundação de Medicina Tropical Dr. Heitor Vieira Dourado,Not Recruiting,Phase 2,Interventional,Brazil,Chloroquine Diphosphate in the Prevention of SARS in Covid-19 Infection,Drug,Chloroquine,Chloroquine,152,https://clinicaltrials.gov/show/NCT04342650,None
3451,NCT04342663,ClinicalTrials.gov,2020-04-08,2020-04-10,False,Washington University in St. Louis,Not Recruiting,Phase 2,Interventional,United States,"A Double-blind, Placebo-controlled Clinical Trial of Fluvoxamine for Symptomatic Individuals With COVID-19 Infection",Drug,Fluvoxamine,Fluvoxamine,152,https://clinicaltrials.gov/show/NCT04342663,None
3452,NCT04342689,ClinicalTrials.gov,2020-04-08,2020-06-03,False,Yale University,Recruiting,Phase 3,Interventional,United States,The Role of Resistant Starch in COVID-19 Infection,Supplement,Resistant Potato Starch,Resistant Potato Starch,1500,https://clinicaltrials.gov/show/NCT04342689,None
3453,NCT04342702,ClinicalTrials.gov,2020-04-04,2020-03-16,True,The Second Affiliated Hospital of Wenzhou Medical University,Not Recruiting,Not Applicable,Observational,China,A Study on the Prospective Cohort Library of COVID-19 in Southeran,Clinical Presentation,No Intervention,No Intervention,504,https://clinicaltrials.gov/show/NCT04342702,None
3454,NCT04342728,ClinicalTrials.gov,2020-04-08,2020-04-08,False,The Cleveland Clinic,Recruiting,Not Applicable,Interventional,United States,Coronavirus 2019 (COVID-19)- Using Ascorbic Acid and Zinc Supplementation,Drug,Zinc + Vitamin C vs Zinc vs. Vitamin C,Zinc; vitamin C,520,https://clinicaltrials.gov/show/NCT04342728,None
3455,NCT04342806,ClinicalTrials.gov,2020-04-08,2020-04-10,False,Duke University,Recruiting,Not Applicable,Observational,United States,"Healthcare Worker Exposure Response and Outcomes (HERO) Registry Study, COVID-19",Clinical Presentation,No Intervention,No Intervention,100000,https://clinicaltrials.gov/show/NCT04342806,None
3456,NCT04342884,ClinicalTrials.gov,2020-04-08,2020-04-08,False,Wake Forest University,Recruiting,Not Applicable,Observational,United States,COVID-19 Community Research Partnership,Clinical Presentation,No Intervention,No Intervention,150000,https://clinicaltrials.gov/show/NCT04342884,None
3457,NCT04342897,ClinicalTrials.gov,2020-04-10,2020-04-20,False,Eli Lilly and Company,Not Recruiting,Phase 2,Interventional,United States,A Study of LY3127804 in Participants With COVID-19,Drug,LY3127804,LY3127804,95,https://clinicaltrials.gov/show/NCT04342897,None
3458,NCT04343001,ClinicalTrials.gov,2020-04-08,2020-10-01,False,London School of Hygiene and Tropical Medicine,Not Recruiting,Phase 3,Interventional,"Pakistan, Nigeria",Coronavirus Response - Active Support for Hospitalised Covid-19 Patients,Drug,"Monotherapy and all Combinations of: ARB (Losartan), simvastatin, and aspirin",ARB (Losartan); simvastatin; aspirin,0,https://clinicaltrials.gov/show/NCT04343001,None
3459,NCT04343092,ClinicalTrials.gov,2020-04-05,2020-04-18,False,University of Baghdad,Not Recruiting,Phase 1,Interventional,Iraq,Effectiveness of Ivermectin as add-on Therapy in COVID-19 Management,Drug,Ivermectin + hydroxychloroquine vs. hydroxychloroquine,Ivermectin; hydroxychloroquine,16,https://clinicaltrials.gov/show/NCT04343092,None
3460,NCT04343144,ClinicalTrials.gov,2020-04-09,2020-04-15,True,Assistance Publique – Hôpitaux de Paris,Not Recruiting,Phase 2,Interventional,France,"Trial Evaluating Efficacy and Safety of Nivolumab (OptivoÂ®) in Patients With COVID-19 Infection, Nested in the Corimmuno-19 Cohort.",Drug,Nivolumab,Nivolumab,92,https://clinicaltrials.gov/show/NCT04343144,EUCTR2020-001246-18
3461,NCT04343183,ClinicalTrials.gov,2020-04-07,2020-04-01,True,Ochsner Health System,Not Recruiting,Not Applicable,Interventional,United States,Hyperbaric Oxygen Therapy (HBOT) as a Treatment for COVID-19 (COVID-19) Infection,Drug,Oxygen,Oxygen,48,https://clinicaltrials.gov/show/NCT04343183,None
3462,NCT04343248,ClinicalTrials.gov,2020-04-08,2020-05-12,False,Romark Laboratories L.C.,Recruiting,Phase 3,Interventional,United States,Trial to Evaluate the Efficacy and Safety of Nitazoxanide (NTZ) for Post-Exposure Prophylaxis of COVID-19 and Other Viral Respiratory Illnesses in Elderly Residents of Long-Term Care Facilities (LTCF),Drug (Chemoprophylaxis),Nitazoxanide,Nitazoxanide,800,https://clinicaltrials.gov/show/NCT04343248,None
3463,NCT04343261,ClinicalTrials.gov,2020-04-08,2020-04-10,False,Saint Francis Care,Not Recruiting,Phase 2,Interventional,United States,Convalescent Plasma in the Treatment of COVID 19,ATMP,Plasma,Plasma,48,https://clinicaltrials.gov/show/NCT04343261,None
3464,NCT04343339,ClinicalTrials.gov,2020-04-08,2020-04-08,False,"University Hospital, Montpellier",Not Recruiting,Not Applicable,Observational,France,Evolution of Psychoactive Substances Consumption in Connection With COVID-19 Containment,Other (psych),No Intervention,No Intervention,100,https://clinicaltrials.gov/show/NCT04343339,None
3465,NCT04343404,ClinicalTrials.gov,2020-04-08,2020-04-01,True,"University Hospital, Strasbourg",Not Recruiting,Not Applicable,Observational,France,Place of ECMO in the Management of Severe Refractory ARDS Associated With Covid-19,Drug,Oxygen,Oxygen,100,https://clinicaltrials.gov/show/NCT04343404,None
3466,NCT04343651,ClinicalTrials.gov,2020-03-31,2020-04-01,False,"CytoDyn, Inc.",Not Recruiting,Phase 2,Interventional,United States,Study to Evaluate the Efficacy and Safety of Leronlimab for Mild to Moderate COVID-19,Drug,Leronlimab,Leronlimab,86,https://clinicaltrials.gov/show/NCT04343651,None
3467,NCT04343664,ClinicalTrials.gov,2020-04-09,2020-08-01,False,Tjhin Wiguna,Not Recruiting,Not Applicable,Observational,Indonesia,Mental Health Assessment Among Community Member During the Covid-19 Pandemic in Indonesia,Other (psych),No Intervention,No Intervention,10000,https://clinicaltrials.gov/show/NCT04343664,None
3468,NCT04343690,ClinicalTrials.gov,2020-04-09,2020-03-27,True,Duke University,Not Recruiting,Not Applicable,Interventional,United States,COPING With COVID-19( CWC-19),Other (psych),Psychological,Psychological,0,https://clinicaltrials.gov/show/NCT04343690,None
3469,NCT04343729,ClinicalTrials.gov,2020-04-09,2020-04-18,False,Fundação de Medicina Tropical Dr. Heitor Vieira Dourado,Not Recruiting,Phase 2,Interventional,Brazil,Methylprednisolone in the Treatment of Patients With Signs of Severe Acute Respiratory Syndrome in Covid-19,Drug,Corticosteroids,Methylprednisolone,416,https://clinicaltrials.gov/show/NCT04343729,None
3470,NCT04343742,ClinicalTrials.gov,2020-04-07,2020-04-01,True,Genesis Foundation,Recruiting,Not Applicable,Observational,Colombia,Determination of the Effectiveness of Oral Chlorine Dioxide in the Treatment of COVID 19,Drug,Chlorine dioxide,Chlorine dioxide,20,https://clinicaltrials.gov/show/NCT04343742,None
3471,NCT04343768,ClinicalTrials.gov,2020-04-08,2020-04-09,False,Shahid Beheshti University of Medical Sciences,Not Recruiting,Phase 2,Interventional,Iran,"An Investigation Into Beneficial Effects of Interferon Beta 1a, Compared to Interferon Beta 1b And The Base Therapeutic Regiment in Moderate to Severe COVID-19: A Randomized Clinical Trial",Drug,Hydroxychloroquine + Lopinavir/ritonavir + interferon beta 1a vs. hydroxychloroquine + Lopinavir/ritonavir + interferon beta 1b vs. hydroxychloroquine + Lopinavir/ritonavir,Hydroxychloroquine; Lopinavir/ritonavir; interferon beta,60,https://clinicaltrials.gov/show/NCT04343768,None
3472,NCT04343781,ClinicalTrials.gov,2020-04-09,2020-03-22,True,"University Hospital, Angers",Not Recruiting,Not Applicable,Observational,France,National Survey of Symptoms of People Aged 70 and Overs Diagnosed With COVID-19,Clinical Presentation,No Intervention,No Intervention,353,https://clinicaltrials.gov/show/NCT04343781,None
3473,NCT04343794,ClinicalTrials.gov,2020-02-20,2020-04-01,False,University of Hong Kong,Recruiting,Not Applicable,Interventional,Hong Kong,Using BiovitalsÂ® Sentinel to Monitor Disease Progression in Subjects Quarantined for Suspected COVID-19,Other (device),Biosensors,Biosensors,200,https://clinicaltrials.gov/show/NCT04343794,None
3474,NCT04343898,ClinicalTrials.gov,2020-04-09,2020-04-01,True,Brigham and Women's Hospital,Not Recruiting,Not Applicable,Observational,United States,Study of the Treatment and Outcomes in Critically Ill Patients With COVID-19,Clinical Presentation,No Intervention,No Intervention,5220,https://clinicaltrials.gov/show/NCT04343898,None
3475,NCT04343963,ClinicalTrials.gov,2020-04-09,2020-04-04,True,Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,Recruiting,Phase 2/Phase 3,Interventional,Mexico,Pyridostigmine in Severe SARS-CoV-2 Infection,Drug,Pyridostigmine,Pyridostigmine,436,https://clinicaltrials.gov/show/NCT04343963,None
3476,NCT04343989,ClinicalTrials.gov,2020-04-09,2020-03-31,True,NYU Langone Health,Recruiting,Phase 2,Interventional,United States,A Randomized Placebo-controlled Safety and Dose-finding Study for the Use of the IL-6 Inhibitor Clazakizumab in Patients With Life-threatening COVID-19 Infection,Drug,Clazakizumab,Clazakizumab,90,https://clinicaltrials.gov/show/NCT04343989,None
3477,NCT04344002,ClinicalTrials.gov,2020-04-09,2020-04-21,False,Spanish Lung Cancer Group,Recruiting,Not Applicable,Observational,Spain,LunG and Melanoma canceR pAtients coVId19 Disease (GRAVID),Clinical Presentation,No Intervention,No Intervention,200,https://clinicaltrials.gov/show/NCT04344002,None
3478,NCT04344015,ClinicalTrials.gov,2020-04-09,2020-04-13,False,Thomas Jefferson University,Recruiting,Not Applicable,Interventional,United States,COVID-19 Plasma Collection,ATMP,Plasma,Plasma,2000,https://clinicaltrials.gov/show/NCT04344015,None
3479,NCT04344041,ClinicalTrials.gov,2020-04-09,2020-04-15,True,"University Hospital, Angers",Recruiting,Phase 3,Interventional,France,COvid-19 and Vitamin D Supplementation: a Multicenter Randomized Controlled Trial of High Dose Versus Standard Dose Vitamin D3 in High-risk COVID-19 Patients (CoVitTrial),Drug,Vitamin D,Vitamin D,260,https://clinicaltrials.gov/show/NCT04344041,EUCTR2020-001602-34
3480,NCT04344080,ClinicalTrials.gov,2020-04-09,2020-04-01,False,"University Hospital, Hamburg-Eppendorf",Recruiting,Not Applicable,Interventional,Germany,Effect of CytoSorb Adsorber on Hemodynamic and Immunological Parameters in Critical Ill Patients With COVID-19,Other (device),Cytokine Adsorber,Cytokine Adsorber,24,https://clinicaltrials.gov/show/NCT04344080,DRKS00021199
3481,NCT04344106,ClinicalTrials.gov,2020-04-08,2020-04-01,True,ELHARRAR Xavier,Recruiting,Not Applicable,Interventional,France,Prone Positioning in Spontaneously Breathing Nonintubated Covid-19 Patient: a Pilot Study,Procedure,Positioning,Positioning,25,https://clinicaltrials.gov/show/NCT04344106,None
3482,NCT04344119,ClinicalTrials.gov,2020-04-09,2020-04-09,False,CHU de Nice,Recruiting,Not Applicable,Observational,France,Assessment of Chilbains Occuring During Covid-19 Infection,Clinical Presentation,No Intervention,No Intervention,30,https://clinicaltrials.gov/show/NCT04344119,None
3483,NCT04344145,ClinicalTrials.gov,2020-04-09,2020-04-16,False,Université Libre de Bruxelles,Not Recruiting,Not Applicable,Observational,Belgium,Exhaustion and Needs in Frontline COVID-19 Healthcare Workers: Cross-sectional Study in a Belgian Population,Other (psych),No Intervention,No Intervention,693,https://clinicaltrials.gov/show/NCT04344145,None
3484,NCT04344171,ClinicalTrials.gov,2020-04-10,2020-03-30,True,ClarData,Recruiting,Not Applicable,Observational,"Germany, Romania",CovidDB: The Covid-19 Inpatient Database,Clinical Presentation,No Intervention,No Intervention,5000,https://clinicaltrials.gov/show/NCT04344171,None
3485,NCT04344197,ClinicalTrials.gov,2020-04-09,2020-04-02,True,University of Rome Tor Vergata,Recruiting,Not Applicable,Observational,Italy,"Surgery During Covid-19: The Role of Asymptomatic Patients, a Survey",Clinical Presentation,No Intervention,No Intervention,1200,https://clinicaltrials.gov/show/NCT04344197,None
3486,NCT04344210,ClinicalTrials.gov,2020-04-07,2020-04-17,False,Federal University of Rio Grande do Sul,Not Recruiting,Not Applicable,Interventional,Brazil,Impact of Tele-interventions During the COVID-19 Pandemic in Patients With Diabetes Mellitus,Telehealth,Telehealth,Telehealth,149,https://clinicaltrials.gov/show/NCT04344210,None
3487,NCT04344236,ClinicalTrials.gov,2020-04-08,2020-04-09,False,NYU Langone Health,Recruiting,Phase 2,Interventional,United States,Gargling and Nasal Rinses to Reduce Oro- and Nasopharyngeal Viral Load in Patients With COVID-19,Drug,Povidone Iodine,Povidone Iodine,48,https://clinicaltrials.gov/show/NCT04344236,None
3488,NCT04344249,ClinicalTrials.gov,2020-04-08,2020-04-10,False,Nantes University Hospital,Recruiting,Not Applicable,Observational,France,Cohort of Patients With Inflammatory Bowel Disease During COVID-19 Pandemic,Clinical Presentation,No Intervention,No Intervention,850,https://clinicaltrials.gov/show/NCT04344249,None
3489,NCT04344288,ClinicalTrials.gov,2020-04-10,2020-04-21,True,Hospices Civils de Lyon,Not Recruiting,Phase 2,Interventional,France,Corticosteroids During Covid-19 Viral Pneumonia Related to SARS-Cov-2 Infection,Drug,Corticosteroids,Prednisone,11,https://clinicaltrials.gov/show/NCT04344288,EUCTR2020-001553-48
3490,NCT04344327,ClinicalTrials.gov,2020-04-09,2020-04-10,False,French Cardiology Society,Not Recruiting,Not Applicable,Observational,France,Early Risk Stratification of Patient Hospitalized for SARS-CoV2 Infection: Critical COVID-19 France CCF,Clinical Presentation,No Intervention,No Intervention,2878,https://clinicaltrials.gov/show/NCT04344327,None
3491,NCT04344379,ClinicalTrials.gov,2020-03-27,2020-04-17,True,Assistance Publique – Hôpitaux de Paris,Not Recruiting,Phase 3,Interventional,France,Prevention of SARS-CoV-2 in Hospital Workers s Exposed to the Virus,Drug (Chemoprophylaxis),Hydroxychloroquine + Azithromycin,Hydroxychloroquine; Azithromycin,122,https://clinicaltrials.gov/show/NCT04344379,EUCTR2020-001273-73
3492,NCT04344431,ClinicalTrials.gov,2020-04-09,2020-04-14,False,Direction Centrale du Service de Sant des Armes,Recruiting,Phase 2/Phase 3,Interventional,France,Management by Hyperbaric Oxygen Therapy of Patients With Hypoxaemic Pneumonia With SARS-CoV-2 (COVID-19),Drug,Oxygen,Oxygen,100,https://clinicaltrials.gov/show/NCT04344431,None
3493,NCT04344444,ClinicalTrials.gov,2020-04-10,2020-04-13,False,LCMC Health,Not Recruiting,Phase 3,Interventional,United States,Treatment in Patients With Suspected or Confirmed COVID-19 With Early Moderate or Severe Disease,Drug,Hydroxychloroquine + Azithromycin vs. Hydroxychloroquine,Hydroxychloroquine; Azithromycin,600,https://clinicaltrials.gov/show/NCT04344444,None
3494,NCT04344457,ClinicalTrials.gov,2020-04-08,2020-04-16,False,"Perseverance Research Center, LLC",Recruiting,Phase 1/Phase 2,Interventional,United States,"Evaluate the Efficacy and Safety of Oral Hydroxychloroquine, Indomethacin and Zithromax in Subjects With Mild Symptoms of COVID-19",Drug,Hydroxychloroquine + Indomethacin + Azithromycin,Hydroxychloroquine; Indomethacin; Azithromycin,80,https://clinicaltrials.gov/show/NCT04344457,None
3495,NCT04344509,ClinicalTrials.gov,2020-04-10,2020-06-01,False,Poitiers University Hospital,Not Recruiting,Not Applicable,Observational,No Country Given,Microbial Etiology of Ventilator-associated Pneumonia in COVID-19 Infected Patients,Clinical Presentation,No Intervention,No Intervention,10000,https://clinicaltrials.gov/show/NCT04344509,None
3496,NCT04344535,ClinicalTrials.gov,2020-04-10,2020-04-08,True,Stony Brook University,Recruiting,Phase 1/Phase 2,Interventional,United States,Convalescent Plasma vs. Standard Plasma for COVID-19,ATMP,Plasma,Plasma,500,https://clinicaltrials.gov/show/NCT04344535,None
3497,NCT04344548,ClinicalTrials.gov,2020-04-10,2020-04-13,False,National University of Colombia,Not Recruiting,Phase 1/Phase 2,Interventional,Colombia,Phase I / II Clinical Study of Immunotherapy Based on Adoptive Cell Transfer as a Therapeutic Alternative for Patients With COVID-19 in Colombia,ATMP,Cells (NK),Cells (NK),10,https://clinicaltrials.gov/show/NCT04344548,None
