,index,trialid,source_register,date_registration,date_enrollement,retrospective_registration,normed_spon_names,recruitment_status,phase,study_type,countries,public_title,study_category,intervention,intervention_list,target_enrollment,web_address,cross_registrations
2529,4568,NCT04398147,ClinicalTrials.gov,2020-05-18,2020-08-01,False,CanSino Biologics Inc.,Not Recruiting,Phase 1/Phase 2,Interventional,Canada,Phase I/II Clinical Trial of Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector) in Canada,ATMP,Vaccine,Vaccine,696,https://clinicaltrials.gov/show/NCT04398147,None
2530,4570,NCT04398277,ClinicalTrials.gov,2020-05-20,2020-05-01,True,Kent State University,Recruiting,Not Applicable,Interventional,United States,A Daily Coping Toolkit for Medical Personnel and First-Responders During COVID-19 Pandemic,Other (psych),Psychological,Psychological,1000,https://clinicaltrials.gov/show/NCT04398277,None
2531,4571,NCT04398290,ClinicalTrials.gov,2020-05-20,2020-12-01,False,Roger Alvarez,Not Recruiting,Phase 2,Interventional,United States,iNOPulse for COVID-19,Drug,Nitric Oxide,Nitric Oxide,0,https://clinicaltrials.gov/show/NCT04398290,None
2532,4572,NCT04398303,ClinicalTrials.gov,2020-05-20,2020-05-01,True,Aspire Health Science,Not Recruiting,Phase 1/Phase 2,Interventional,No Country Given,ACT-20 in Patients With Severe COVID-19 Pneumonia,Drug,ACT-20,ACT-20,70,https://clinicaltrials.gov/show/NCT04398303,None
2533,4573,NCT04399005,ClinicalTrials.gov,2020-05-19,2020-05-25,False,The First Affiliated Hospital of Zhejiang Chinese Medical University,Not Recruiting,Not Applicable,Interventional,China,The Efficacy Comparing Daily and After-each-case Room Disinfection.,Other,Other,Other,240,https://clinicaltrials.gov/show/NCT04399005,None
2534,4574,NCT04399109,ClinicalTrials.gov,2020-05-21,2020-05-20,True,Dr. Sze-Yuan Ooi,Recruiting,Not Applicable,Interventional,Australia,Evaluation of a Remote Monitoring Smartphone Application and Care Model of COVID-19 Patients in the Community (ReCOVER),Other (software),eHealth,eHealth,2000,https://clinicaltrials.gov/show/NCT04399109,None
2535,4575,NCT04399252,ClinicalTrials.gov,2020-05-19,2020-06-24,False,Duke University,Recruiting,Not Applicable,Interventional,United States,Effect of Lactobacillus on the Microbiome of Household Contacts Exposed to COVID-19,Supplement,Lactobaciltus rhamnosus,Lactobaciltus rhamnosus,1000,https://clinicaltrials.gov/show/NCT04399252,None
2536,4576,NCT04399317,ClinicalTrials.gov,2020-05-18,2020-05-28,False,Hamad Medical Corporation,Recruiting,Not Applicable,Interventional,Qatar,Flow Controlled Ventilation in ARDS Associated With COVID-19,Other (physical),Mechanical ventilation,Mechanical ventilation,20,https://clinicaltrials.gov/show/NCT04399317,None
2537,4577,NCT04399356,ClinicalTrials.gov,2020-05-19,2020-10-01,False,Tufts Medical Center,Recruiting,Phase 2,Interventional,United States,Niclosamide for Mild to Moderate COVID-19,Drug,Niclosamide,Niclosamide,100,https://clinicaltrials.gov/show/NCT04399356,None
2538,4579,NCT04399681,ClinicalTrials.gov,2020-05-21,2020-05-10,True,Kanuni Sultan Suleyman Training and Research Hospital,Recruiting,Not Applicable,Interventional,Turkey,The Utility of Bedside Lung Ultrasonography on Diagnosis of COVID-19,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,100,https://clinicaltrials.gov/show/NCT04399681,None
2539,4581,NCT04399746,ClinicalTrials.gov,2020-05-19,2020-03-15,True,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Recruiting,Not Applicable,Interventional,Mexico,Ivermectin-Azithromycin-Cholecalciferol (IvAzCol) Combination Therapy for COVID-19,Drug,Ivermectin + Azithromycin + Cholecalciferol,Ivermectin; Azithromycin; Cholecalciferol,30,https://clinicaltrials.gov/show/NCT04399746,None
2540,4582,NCT04399798,ClinicalTrials.gov,2020-05-13,2020-05-15,False,IRCCS Policlinico San Matteo,Not Recruiting,Phase 2,Interventional,No Country Given,Baricitinib for coRona Virus pnEumonia (COVID-19): a THerapeutic Trial,Drug,Baricitinib,Baricitinib,13,https://clinicaltrials.gov/show/NCT04399798,None
2541,4583,NCT04399889,ClinicalTrials.gov,2020-05-21,2020-06-18,False,"Joanne Kurtzberg, MD",Recruiting,Phase 1/Phase 2,Interventional,United States,hCT-MSCs for COVID19 ARDS,ATMP,Cells (mesenchymal),Cells (mesenchymal),30,https://clinicaltrials.gov/show/NCT04399889,None
2542,4584,NCT04399967,ClinicalTrials.gov,2020-05-19,2020-06-13,False,University of Hong Kong,Recruiting,Not Applicable,Interventional,China,"COVID-19 Brief Advice and Chat-based Support for Smoking Cessation Via ""Quit to Win"" Contest 2020",Other,Other,Other,842,https://clinicaltrials.gov/show/NCT04399967,None
2543,4585,NCT04399980,ClinicalTrials.gov,2020-05-21,2020-05-20,True,The Cleveland Clinic,Not Recruiting,Phase 2,Interventional,United States,Mavrilimumab to Reduce Progression of Acute Respiratory Failure in COVID-19 Pneumonia and Systemic Hyper-inflammation,Drug,Mavrilimumab,Mavrilimumab,30,https://clinicaltrials.gov/show/NCT04399980,None
2544,4587,NCT04400019,ClinicalTrials.gov,2020-05-20,2020-09-01,False,University of Malaga,Not Recruiting,Phase 2/Phase 3,Interventional,No Country Given,Prevention of COVID19 Infection in Nursing Homes by Chemoprophylaxis With Hydroxychloroquine (PREVICHARM),Drug (Chemoprophylaxis),Hydroxychloroquine,Hydroxychloroquine,1930,https://clinicaltrials.gov/show/NCT04400019,None
2545,4588,NCT04400032,ClinicalTrials.gov,2020-04-27,2020-05-15,False,Ottawa Hospital Research Institute,Recruiting,Phase 1,Interventional,Canada,Cellular Immuno-Therapy for COVID-19 Acute Respiratory Distress Syndrome - Vanguard,ATMP,Cells (mesenchymal),Cells (mesenchymal),9,https://clinicaltrials.gov/show/NCT04400032,None
2546,4589,NCT04400058,ClinicalTrials.gov,2020-05-21,2020-06-01,False,Octapharma,Recruiting,Phase 3,Interventional,United States,Octagam 10% Therapy in COVID-19 Patients With Severe Disease Progression,ATMP,Immunoglobulin,Immunoglobulin,208,https://clinicaltrials.gov/show/NCT04400058,None
2547,4590,NCT04400279,ClinicalTrials.gov,2020-05-21,2020-06-01,False,University of British Columbia,Not Recruiting,Not Applicable,Interventional,Canada,The COVID-19 Pandemic and Exercise Study,Other (exercise),Exercise,Exercise,334,https://clinicaltrials.gov/show/NCT04400279,None
2548,4591,NCT04400305,ClinicalTrials.gov,2020-05-21,2020-05-20,True,University of Victoria,Recruiting,Not Applicable,Interventional,Canada,"""Increasing Physical Activity in Canadian Adults Affected by COVID-19 Social Distancing Restrictions: A Feasibility Trial of an Online Intervention""",Other (software),eHealth,eHealth,40,https://clinicaltrials.gov/show/NCT04400305,None
2549,4594,NCT04400799,ClinicalTrials.gov,2020-05-15,2020-06-15,False,University of Zurich,Recruiting,Phase 3,Interventional,Switzerland,Enoxaparin for Primary Thromboprophylaxis in Ambulatory Patients With COVID-19,Drug,Heparin,Heparin,1000,https://clinicaltrials.gov/show/NCT04400799,None
2550,4597,NCT04400890,ClinicalTrials.gov,2020-05-22,2020-09-12,False,Dr. Marvin McCreary,Recruiting,Phase 2,Interventional,United States,Randomized Proof-of-Concept Trial to Evaluate the Safety and Explore the Effectiveness of a Plant Polyphenol for COVID-19,Drug,Resveratrol,Resveratrol,200,https://clinicaltrials.gov/show/NCT04400890,None
2551,4598,NCT04400929,ClinicalTrials.gov,2020-05-08,2020-06-02,False,Singapore General Hospital,Recruiting,Phase 2,Interventional,Singapore,Using GM-CSF as a Host Directed Therapeutic Against COVID-19,Drug,Sargramostim,Sargramostim,30,https://clinicaltrials.gov/show/NCT04400929,None
2552,4600,NCT04401046,ClinicalTrials.gov,2020-05-22,2020-05-20,True,Institut Paoli-Calmettes,Recruiting,Not Applicable,Interventional,France,COVID-19 and Reorganisation of Cancer Patient Care: Self- Evaluation of Potential Post-traumatic Stress Disorder,Other (psych),No Intervention,No Intervention,4000,https://clinicaltrials.gov/show/NCT04401046,None
2553,4606,NCT04401150,ClinicalTrials.gov,2020-05-21,2020-08-14,False,University of Sherbrooke,Recruiting,Phase 3,Interventional,Canada,Lessening Organ Dysfunction With VITamin C - COVID-19,Drug,Vitamin C,Vitamin C,800,https://clinicaltrials.gov/show/NCT04401150,None
2554,4608,NCT04401202,ClinicalTrials.gov,2020-05-21,2020-05-21,False,King Abdulaziz University,Recruiting,Phase 2,Interventional,Saudi Arabia,Nigella Sativa in COVID-19,Traditional Medicine (Drug),Traditional Medicine,Traditional Medicine,200,https://clinicaltrials.gov/show/NCT04401202,None
2555,4613,NCT04401410,ClinicalTrials.gov,2020-05-21,2020-11-04,False,Baylor University,Recruiting,Phase 1,Interventional,United States,Anti-SARS Cov-2 T Cell Infusions for COVID 19,ATMP,Cells (T),Cells (T),58,https://clinicaltrials.gov/show/NCT04401410,None
2556,4614,NCT04401423,ClinicalTrials.gov,2020-05-21,2020-08-01,False,Columbia University,Recruiting,Phase 2,Interventional,United States,TXA127 for the Treatment of Severe COVID-19,Drug,TXA127,TXA127,100,https://clinicaltrials.gov/show/NCT04401423,None
2557,4616,NCT04401475,ClinicalTrials.gov,2020-05-21,2020-09-01,False,Edesa Biotech Inc.,Not Recruiting,Phase 2/Phase 3,Interventional,No Country Given,"A Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Safety and Efficacy of EB05 + SOC vs. Placebo + SOC in Adult Hospitalized Patients With Moderate to Severe COVID-19",Drug,EB05,EB05,865,https://clinicaltrials.gov/show/NCT04401475,None
2558,4617,NCT04401527,ClinicalTrials.gov,2020-05-21,2020-07-22,False,Hope Pharmaceuticals,Not Recruiting,Phase 2,Interventional,United States,Treatment of Lung Injury From COVID-19 Infection With Intravenous Sodium Nitrite,Drug,Sodium Nitrite,Sodium Nitrite,0,https://clinicaltrials.gov/show/NCT04401527,None
2559,4619,NCT04401644,ClinicalTrials.gov,2020-05-15,2020-06-01,False,Somerset NHS Foundation Trust,Not Recruiting,Not Applicable,Interventional,United Kingdom,COVID-19: Laser Interferometry for Rapid Single Coronavirus Detection,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,250,https://clinicaltrials.gov/show/NCT04401644,None
2560,4620,NCT04402060,ClinicalTrials.gov,2020-05-22,2020-05-28,False,"Apellis Pharmaceuticals, Inc.",Recruiting,Phase 1/Phase 2,Interventional,"Brazil, United States",A Study of APL-9 in Adults With Mild to Moderate ARDS Due to COVID-19,Drug,APL-9,APL-9,66,https://clinicaltrials.gov/show/NCT04402060,None
2561,4621,NCT04402203,ClinicalTrials.gov,2020-05-19,2020-05-01,True,Bangladesh Medical Research Council (BMRC),Recruiting,Phase 2/Phase 3,Interventional,Bangladesh,Study on Safety and Efficacy of Favipiravir (Favipira) for COVID-19 Patient in Selected Hospitals of Bangladesh,Drug,Favipiravir,Favipiravir,50,https://clinicaltrials.gov/show/NCT04402203,None
2562,4625,NCT04402840,ClinicalTrials.gov,2020-05-22,2020-04-24,True,West Virginia University,Recruiting,Not Applicable,Interventional,United States,Stellate Ganglion Block (SGB) for COVID-19 Acute Respiratory Distress Syndrome (ARDS),Procedure,Stellate Ganglion Block,Stellate Ganglion Block,5,https://clinicaltrials.gov/show/NCT04402840,None
2563,4626,NCT04402866,ClinicalTrials.gov,2020-05-22,2020-06-24,True,Theravance Biopharma,Recruiting,Phase 2,Interventional,"Ukraine, United Kingdom, Romania, Moldova, Republic of",TD-0903 for ALI Associated With COVID-19,Drug,TD-0903,TD-0903,222,https://clinicaltrials.gov/show/NCT04402866,EUCTR2020-001807-18
2564,4627,NCT04402879,ClinicalTrials.gov,2020-05-22,2020-11-10,False,University of Calgary,Recruiting,Not Applicable,Interventional,Canada,CORONA (COvid pRONe hypoxemiA): Prone Positioning for Hypoxemic COVID-19 Patients With Do-not-intubate Goals,Procedure,Positioning,Positioning,596,https://clinicaltrials.gov/show/NCT04402879,None
2565,4628,NCT04402892,ClinicalTrials.gov,2020-05-19,2020-06-01,False,Assistance Publique – Hôpitaux de Paris,Not Recruiting,Not Applicable,Interventional,No Country Given,COVID-19: SARS-CoV-2 Specific Memory B and T-CD4+ Cells,Clinical Presentation,No Intervention,No Intervention,60,https://clinicaltrials.gov/show/NCT04402892,None
2566,4630,NCT04402918,ClinicalTrials.gov,2020-05-18,2020-05-17,True,CHU de Besançon,Recruiting,Not Applicable,Interventional,France,Study of Viral Load and Maternal-fetal Serology in the Interpretation of the Vertical Transmission of SARS Cov-2 (COVID-19) During Pregnancy,Clinical Presentation,No Intervention,No Intervention,160,https://clinicaltrials.gov/show/NCT04402918,None
2567,4631,NCT04402944,ClinicalTrials.gov,2020-05-12,2020-07-05,False,Boston Children's Hospital,Recruiting,Phase 2,Interventional,United States,Pulmozyme to Improve COVID-19 ARDS Outcomes,Drug,Dornase alfa,Dornase alfa,60,https://clinicaltrials.gov/show/NCT04402944,None
2568,4635,NCT04403100,ClinicalTrials.gov,2020-05-23,2020-06-03,False,Cardresearch,Recruiting,Phase 3,Interventional,Brazil,"Hydroxychloroquine and Lopinavir/ Ritonavir to Improve the Health of People With COVID-19: ""The Hope Coalition - 1""",Drug,Hydroxychloroquine + Lopinavir/ritonavir vs. Hydroxychloroquine vs. Lopinavir/ritonavir,Hydroxychloroquine; Lopinavir/ritonavir,1968,https://clinicaltrials.gov/show/NCT04403100,None
2569,4636,NCT04403243,ClinicalTrials.gov,2020-05-20,2020-05-08,True,Lomonosov Moscow State University Medical Research and Educational Center,Recruiting,Phase 2,Interventional,Russian Federation,COLchicine Versus Ruxolitinib and Secukinumab In Open Prospective Randomized Trial,Drug,Colchicine vs. Ruxolitinib vs. Secukinumab,Colchicine; Ruxolitinib; Secukinumab,70,https://clinicaltrials.gov/show/NCT04403243,None
2570,4637,NCT04403269,ClinicalTrials.gov,2020-05-18,2020-05-05,True,Versailles Hospital,Recruiting,Phase 2,Interventional,France,"NORMAL HUMAN IMMUNOGLOBULINS (IVIG) IN PATIENTS AGED 75 YEARS AND OVER, COVID-19 WITH SEVERE ACUTE RESPIRATORY FAILURE",ATMP,Immunoglobulin,Immunoglobulin,35,https://clinicaltrials.gov/show/NCT04403269,None
2571,4639,NCT04403477,ClinicalTrials.gov,2020-05-20,2020-05-20,False,Bangabandhu Sheikh Mujib Medical University,Recruiting,Phase 2,Interventional,Bangladesh,Convalescent Plasma Therapy in Severe COVID-19 Infection,ATMP,Plasma,Plasma,20,https://clinicaltrials.gov/show/NCT04403477,None
2572,4640,NCT04403555,ClinicalTrials.gov,2020-05-23,2020-06-01,False,Tanta University,Recruiting,Phase 2/Phase 3,Interventional,Egypt,Ivermectin and Doxycycine in COVID-19 Treatment,Drug,Ivermectin + Doxycycine vs. Chloroquine,Ivermectin; Doxycycline; Chloroquine,200,https://clinicaltrials.gov/show/NCT04403555,None
2573,4643,NCT04403646,ClinicalTrials.gov,2020-05-22,2020-06-01,False,Hospital de Clínicas José de San Martín,Not Recruiting,Not Applicable,Interventional,No Country Given,Tannin Specific Natural Extract for COVID-19 Infection,Traditional Medicine (Drug),Traditional Medicine,Traditional Medicine,140,https://clinicaltrials.gov/show/NCT04403646,None
2574,4645,NCT04403685,ClinicalTrials.gov,2020-05-24,2020-05-08,True,Beneficência Portuguesa de São Paulo,Not Recruiting,Phase 3,Interventional,Brazil,Safety and Efficacy of Tocilizumab in Moderate to Severe COVID-19 With Inflammatory Markers,Drug,Tocilizumab,Tocilizumab,129,https://clinicaltrials.gov/show/NCT04403685,None
2575,4647,NCT04403906,ClinicalTrials.gov,2020-05-21,2020-06-01,False,Somerset NHS Foundation Trust,Not Recruiting,Not Applicable,Interventional,United Kingdom,Somerset and South Essex Coronavirus Antigen Testing,Clinical Presentation (Epidemiology),No Intervention,No Intervention,200,https://clinicaltrials.gov/show/NCT04403906,None
2576,4651,NCT04404192,ClinicalTrials.gov,2020-05-21,2020-11-01,False,"VistaGen Therapeutics, Inc.",Not Recruiting,Phase 2,Interventional,United States,PH94B in the Treatment of Adjustment Disorder With Anxiety,Other (psych),PH94B,PH94B,30,https://clinicaltrials.gov/show/NCT04404192,None
2577,4652,NCT04404218,ClinicalTrials.gov,2020-05-24,2020-08-04,False,"University Health Network, Toronto",Recruiting,Phase 2,Interventional,Canada,The AÃ§aÃ­ Berry COVID-19 Anti-Inflammation Trial,Supplement,Acai Berry,Acai Berry,480,https://clinicaltrials.gov/show/NCT04404218,None
2578,4655,NCT04404426,ClinicalTrials.gov,2020-05-22,2020-11-02,False,Rennes University Hospital,Recruiting,Not Applicable,Interventional,France,CACOLAC : Citrulline Administration in the Hospital Patient in Intensive Care for COVID-19 Acute Respiratory Distress Syndrome,Drug,Citrulline,Citrulline,100,https://clinicaltrials.gov/show/NCT04404426,None
2579,4657,NCT04405076,ClinicalTrials.gov,2020-05-13,2020-05-29,False,"ModernaTX, Inc.",Not Recruiting,Phase 2,Interventional,United States,"Dose-Confirmation Study to Evaluate the Safety, Reactogenicity, and Immunogenicity of mRNA-1273 COVID-19 Vaccine in Adults Aged 18 Years and Older",ATMP,Vaccine,Vaccine,600,https://clinicaltrials.gov/show/NCT04405076,None
2580,4658,NCT04405102,ClinicalTrials.gov,2020-05-26,2020-09-16,False,Centre de Recherche de l'Institut Universitaire de Cardiologie et de Pneumologie de Quebec,Recruiting,Phase 2,Interventional,Canada,COVID-19 Ozanimod Intervention Study,Drug,Ozanimod,Ozanimod,48,https://clinicaltrials.gov/show/NCT04405102,None
2581,4660,NCT04405271,ClinicalTrials.gov,2020-05-26,2020-07-31,False,Hospital Italiano de Buenos Aires,Not Recruiting,Phase 3,Interventional,Argentina,TAF/FTC for Pre-exposure Prophylaxis of COVID-19 in Healthcare Workers (CoviPrep Study),Drug (Chemoprophylaxis),Emtricitabine + Tenofovir alafenamide,Emtricitabine; Tenofovir alafenamide,1378,https://clinicaltrials.gov/show/NCT04405271,None
2582,4662,NCT04405310,ClinicalTrials.gov,2020-05-26,2020-05-20,True,Grupo Mexicano para el Estudio de la Medicina Intensiva,Recruiting,Phase 2,Interventional,Mexico,Convalescent Plasma of Covid-19 to Treat SARS-COV-2 a Randomized Doble Blind 2 Center Trial,ATMP,Plasma,Plasma,80,https://clinicaltrials.gov/show/NCT04405310,None
2583,4665,NCT04405492,ClinicalTrials.gov,2020-05-19,2020-05-25,False,Assistance Publique – Hôpitaux de Paris,Not Recruiting,Not Applicable,Interventional,No Country Given,"Evaluation of Rapid Diagnostic Solutions, Serological and Molecular Tests for COVID-19",Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,1210,https://clinicaltrials.gov/show/NCT04405492,None
