,trialid,source_register,date_registration,date_enrollement,retrospective_registration,recruitment_status,phase,study_type,countries,public_title,target_enrollment,web_address
3089,NCT04726371,ClinicalTrials.gov,2021-01-15,2021-01-08,True,Recruiting,Not Applicable,Interventional,United States,Best Practices to Prevent COVID-19 Illness in Staff and People With Serious Mental Illness and Developmental Disabilities in Congregate Living Settings,5350,https://clinicaltrials.gov/show/NCT04726371
3090,NCT04728594,ClinicalTrials.gov,2021-01-26,2021-01-15,True,Not Recruiting,Not Applicable,Interventional,United States,Emails Promoting COVID-19 Vaccination Among Healthcare Workers,9656,https://clinicaltrials.gov/show/NCT04728594
3091,NCT04728698,ClinicalTrials.gov,2021-01-26,2021-03-01,False,Not Recruiting,Phase 2,Interventional,United States,Study of Intravenous Administration of Allogeneic Adipose-Derived Mesenchymal Stem Cells for COVID-19-Induced Acute Respiratory Distress,100,https://clinicaltrials.gov/show/NCT04728698
3092,NCT04728906,ClinicalTrials.gov,2021-01-26,2021-03-05,False,Not Recruiting,Not Applicable,Interventional,No Country Given,Heart Patch for Myocardial Infarction COVID-19,10,https://clinicaltrials.gov/show/NCT04728906
3093,NCT04728958,ClinicalTrials.gov,2021-01-11,2021-07-01,False,Not Recruiting,Not Applicable,Interventional,No Country Given,Reflective Tasks With Healthcare Workers During COVID-19,219,https://clinicaltrials.gov/show/NCT04728958
3094,NCT04729491,ClinicalTrials.gov,2021-01-25,2020-06-30,True,Not Recruiting,Phase 2/Phase 3,Interventional,Brazil,EAT-DUTA AndroCoV Trial,138,https://clinicaltrials.gov/show/NCT04729491
3095,NCT04730284,ClinicalTrials.gov,2020-08-25,2020-08-25,False,Recruiting,Not Applicable,Interventional,Hong Kong,Evaluation of a Synbiotic Formula in Patient With COVID-19,20,https://clinicaltrials.gov/show/NCT04730284
3096,NCT04730323,ClinicalTrials.gov,2021-01-26,2020-05-12,True,Not Recruiting,Phase 4,Interventional,Pakistan,TOCILIZUMAB - An Option for Patients With COVID-19 Associated Cytokine Release Syndrome; A Single Center Experience,93,https://clinicaltrials.gov/show/NCT04730323
3097,NCT04730427,ClinicalTrials.gov,2021-01-20,2021-01-01,True,Recruiting,Phase 1,Interventional,South Korea,Safety and Preliminary Efficacy Study of GX-I7 in Patients With COVID-19,40,https://clinicaltrials.gov/show/NCT04730427
3098,NCT04731051,ClinicalTrials.gov,2021-01-28,2021-03-01,False,Not Recruiting,Phase 1/Phase 2,Interventional,Jordan,The Potential Use of Inhaled Hydroxychloroquine for the Treatment of COVID-19 in Cancer Patients,28,https://clinicaltrials.gov/show/NCT04731051
3099,NCT04731116,ClinicalTrials.gov,2021-01-28,2021-01-10,True,Recruiting,Phase 1/Phase 2,Interventional,Israel,Cannabidiol Treatment for Severe and Critical Coronavirus (COVID-19) Pulmonary Infection,40,https://clinicaltrials.gov/show/NCT04731116
3100,NCT04733625,ClinicalTrials.gov,2021-01-31,2020-09-15,True,Not Recruiting,Not Applicable,Interventional,Egypt,The Effect of Vitamin D Therapy on Morbidity and Moratlity in Patients With SARS-CoV 2 Infection,56,https://clinicaltrials.gov/show/NCT04733625
3101,NCT04733833,ClinicalTrials.gov,2021-01-27,2021-01-26,True,Recruiting,Phase 2,Interventional,Israel,A Study to Evaluate the Efficacy and Safety of VB-201 in Patients With COVID-19,30,https://clinicaltrials.gov/show/NCT04733833
3102,NCT04734886,ClinicalTrials.gov,2020-12-10,2020-11-27,True,Recruiting,Not Applicable,Interventional,Sweden,The Effect of Probiotic Supplementation on SARS-CoV-2 Antibody Response After COVID-19,400,https://clinicaltrials.gov/show/NCT04734886
3103,NCT04734912,ClinicalTrials.gov,2021-01-13,2021-01-13,False,Recruiting,Not Applicable,Interventional,Germany,Evaluation of Transnasal Endoscopy During COVID-19 Pandemic,500,https://clinicaltrials.gov/show/NCT04734912
3104,ACTRN12620000445976,ANZCTR,2020-04-06,2020-07-28,False,Recruiting,Phase 3,Interventional,"India, New Zealand, Australia","Australasian COVID-19 Trial: An Adaptive Platform Trial (ASCOT-ADAPT). A multi-centre randomised adaptive platform clinical trial to assess clinical, virological and immunological outcomes in patients with SARS-CoV-2 infection (COVID-19)",2500,https://anzctr.org.au/ACTRN12620000445976.aspx
3105,ACTRN12621000112864,ANZCTR,2021-02-04,2020-12-18,True,Recruiting,Not Applicable,Interventional,"United States, Australia",The effect of an online diabetes risk communication intervention for people impacted by alcohol and other drugs: A randomized controlled trial,360,https://anzctr.org.au/ACTRN12621000112864.aspx
3106,ChiCTR2000039640,ChiCTR,2020-11-04,2020-11-30,False,Recruiting,Not Applicable,Interventional,China,Application of an intelligent mobile isolation operating cabin preventing COVID-19 infection,10,http://www.chictr.org.cn/showproj.aspx?proj=61895
3107,ChiCTR2000039592,ChiCTR,2020-11-02,2020-06-01,True,Not Recruiting,Not Applicable,Interventional,China,Effect of Group Otago Exercise Program on Cognitive Frailty in the Nursing Home: a Randomised Controlled Trial,62,http://www.chictr.org.cn/showproj.aspx?proj=62882
3108,NCT04325061,ClinicalTrials.gov,2020-03-25,2020-04-03,False,Not Recruiting,Phase 4,Interventional,Spain,Efficacy of Dexamethasone Treatment for Patients With ARDS Caused by COVID-19,19,https://clinicaltrials.gov/show/NCT04325061
3109,NCT04334044,ClinicalTrials.gov,2020-04-01,2020-09-01,False,Recruiting,Phase 1/Phase 2,Interventional,Mexico,Treatment of SARS Caused by COVID-19 With Ruxolitinib,20,https://clinicaltrials.gov/show/NCT04334044
3110,NCT04335084,ClinicalTrials.gov,2020-04-02,2020-06-22,False,Recruiting,Phase 2,Interventional,United States,"A Study of Hydroxychloroquine, Vitamin C, Vitamin D, and Zinc for the Prevention of COVID-19 Infection",600,https://clinicaltrials.gov/show/NCT04335084
3111,NCT04344730,ClinicalTrials.gov,2020-04-09,2020-04-10,False,Not Recruiting,Not Applicable,Interventional,France,Dexamethasone and Oxygen Support Strategies in ICU Patients With Covid-19 Pneumonia,550,https://clinicaltrials.gov/show/NCT04344730
3112,NCT04346199,ClinicalTrials.gov,2020-04-09,2020-06-12,False,Not Recruiting,Phase 2,Interventional,"Chile, Argentina, Russian Federation, South Africa, Peru, Italy, Brazil, Mexico, Turkey, Japan, Spain, France, India, Germany",Acalabrutinib Study With Best Supportive Care Versus Best Supportive Care in Subjects Hospitalized With COVID-19.,177,https://clinicaltrials.gov/show/NCT04346199
3113,NCT04348383,ClinicalTrials.gov,2020-04-08,2020-04-08,False,Recruiting,Phase 2,Interventional,Spain,Defibrotide as Prevention and Treatment of Respiratory Distress and Cytokine Release Syndrome of Covid 19.,150,https://clinicaltrials.gov/show/NCT04348383
3114,NCT04358926,ClinicalTrials.gov,2020-04-21,2020-04-30,False,Not Recruiting,Not Applicable,Interventional,Israel,Hyperbaric Oxygen Therapy Effect in COVID-19 RCT (HBOTCOVID19),30,https://clinicaltrials.gov/show/NCT04358926
3115,NCT04359680,ClinicalTrials.gov,2020-04-20,2020-05-13,False,Not Recruiting,Phase 3,Interventional,United States,Trial to Evaluate the Efficacy and Safety of Nitazoxanide (NTZ) for Pre- and Post Exposure Prophylaxis of COVID-19 and Other Viral Respiratory Illnesses (VRI) in Healthcare Workers and Others at Increased Risk of SARS-CoV-2 Infection,1407,https://clinicaltrials.gov/show/NCT04359680
3116,NCT04361344,ClinicalTrials.gov,2020-04-16,2020-05-19,False,Not Recruiting,Not Applicable,Interventional,France,Neurodegeneration Markers and Neurological Course in Severe Covid-19 Infection,2,https://clinicaltrials.gov/show/NCT04361344
3117,NCT04363346,ClinicalTrials.gov,2020-04-23,2020-05-14,False,Not Recruiting,Phase 1,Interventional,United States,Study of FT516 for the Treatment of COVID-19 in Hospitalized Patients With Hypoxia,5,https://clinicaltrials.gov/show/NCT04363346
3118,NCT04370236,ClinicalTrials.gov,2020-04-29,2020-10-21,False,Recruiting,Phase 2/Phase 3,Interventional,United States,INB03 for the Treatment of Pulmonary Complications From COVID-19,366,https://clinicaltrials.gov/show/NCT04370236
3119,NCT04382625,ClinicalTrials.gov,2020-04-14,2020-10-01,False,Not Recruiting,Phase 4,Interventional,United States,Hydroxychloroquine in SARS-CoV-2 (COVID-19) Pneumonia Trial,0,https://clinicaltrials.gov/show/NCT04382625
3120,NCT04384731,ClinicalTrials.gov,2020-05-07,2020-05-29,False,Recruiting,Phase 2,Interventional,France,CurosurfÂ® in Adult Acute Respiratory Distress Syndrome Due to COVID-19,20,https://clinicaltrials.gov/show/NCT04384731
3121,NCT04385901,ClinicalTrials.gov,2020-05-06,2020-05-19,False,Not Recruiting,Not Applicable,Interventional,United States,Long Term Functional Outcomes of COVID-19 Patients Treated by Rehabilitation Services viaTelehealth,26,https://clinicaltrials.gov/show/NCT04385901
3122,NCT04388683,ClinicalTrials.gov,2020-05-13,2020-05-12,True,Not Recruiting,Phase 2,Interventional,United States,Inhaled Nitric Oxide for Preventing Progression in COVID-19,42,https://clinicaltrials.gov/show/NCT04388683
3123,NCT04407130,ClinicalTrials.gov,2020-05-17,2020-06-16,False,Not Recruiting,Phase 2,Interventional,Bangladesh,Efficacy and Safety of Ivermectin and Doxycycline in Combination or IVE Alone in Patients With COVID-19 Infection.,72,https://clinicaltrials.gov/show/NCT04407130
3124,NCT04408027,ClinicalTrials.gov,2020-05-26,2020-06-01,False,Recruiting,Not Applicable,Interventional,Canada,Mental Health Support for SickKids Children and Families During COVID-19 Using Established eHealth Interventions,20,https://clinicaltrials.gov/show/NCT04408027
3125,NCT04409327,ClinicalTrials.gov,2020-05-28,2020-07-11,False,Not Recruiting,Phase 2,Interventional,United States,Phase 2 Study to Determine if RTB101 Reduces the Severity of COVID-19 in Older Adults Residing in Nursing Homes,36,https://clinicaltrials.gov/show/NCT04409327
3126,NCT04409821,ClinicalTrials.gov,2020-05-22,2020-05-29,False,Recruiting,Not Applicable,Interventional,Denmark,Tele-based Psychological Emotional Support for Informal CARegivers of COVID-19 Patients in Intensive Care,50,https://clinicaltrials.gov/show/NCT04409821
3127,NCT04416399,ClinicalTrials.gov,2020-06-03,2020-07-16,False,Not Recruiting,Phase 2,Interventional,United Kingdom,STerOids in COVID-19 Study,146,https://clinicaltrials.gov/show/NCT04416399
3128,NCT04435522,ClinicalTrials.gov,2020-06-15,2020-10-01,False,Not Recruiting,Phase 1,Interventional,United States,Maraviroc in Patients With Moderate and Severe COVID-19,9,https://clinicaltrials.gov/show/NCT04435522
3129,NCT04453657,ClinicalTrials.gov,2020-06-26,2021-02-04,False,Recruiting,Not Applicable,Interventional,United States,"Tele-Wellness Supported App for Family Child Care Home Providers and Families to Promote Health, Family Engagement, and School Readiness Amid COVID-19",270,https://clinicaltrials.gov/show/NCT04453657
3130,NCT04459286,ClinicalTrials.gov,2020-07-03,2020-10-09,False,Recruiting,Phase 2,Interventional,Nigeria,The Nitazoxanide Plus Atazanavir for COVID-19 Study,98,https://clinicaltrials.gov/show/NCT04459286
3131,NCT04466241,ClinicalTrials.gov,2020-07-06,2020-11-27,False,Recruiting,Phase 2/Phase 3,Interventional,Cote d'Ivoire,Combination Therapies to Reduce Carriage of SARS-Cov-2 and Improve Outcome of COVID-19 in Ivory Coast: a Phase Randomized IIb Trial,294,https://clinicaltrials.gov/show/NCT04466241
3132,NCT04490486,ClinicalTrials.gov,2020-07-27,2021-09-01,False,Not Recruiting,Phase 1,Interventional,United States,Umbilical Cord Tissue (UC) Derived Mesenchymal Stem Cells (MSCs) Versus Placebo to Treat Acute Pulmonary Inflammation Due to COVID-19,21,https://clinicaltrials.gov/show/NCT04490486
3133,NCT04492475,ClinicalTrials.gov,2020-07-28,2020-08-05,False,Not Recruiting,Phase 3,Interventional,"South Korea, United States, Mexico, Japan, Singapore",Adaptive COVID-19 Treatment Trial 3 (ACTT-3),969,https://clinicaltrials.gov/show/NCT04492475
3134,NCT04510454,ClinicalTrials.gov,2020-08-11,2020-11-02,False,Recruiting,Not Applicable,Interventional,France,Evaluation of a ddPCR Technology for the SARS-CoV-2 Detection in Symptomatic Patients With Suspicion of COVID-19,200,https://clinicaltrials.gov/show/NCT04510454
3135,NCT04511923,ClinicalTrials.gov,2020-08-10,2020-12-23,False,Recruiting,Phase 1/Phase 2,Interventional,Ireland,Nebulised Heparin to Reduce COVID-19 Induced Acute Lung Injury,40,https://clinicaltrials.gov/show/NCT04511923
3136,NCT04511949,ClinicalTrials.gov,2020-08-12,2020-07-12,True,Not Recruiting,Not Applicable,Interventional,France,COVID-19: Epidemiological Study of the Spread of SARS-CoV-2 in the Household of a Person Who Has Had a COVID-19 Disease,500,https://clinicaltrials.gov/show/NCT04511949
3137,NCT04525417,ClinicalTrials.gov,2020-08-21,2020-04-25,True,Not Recruiting,Not Applicable,Interventional,France,Rapid Screening Test for Covid-19 Antibodies in Healthcare Workers,75,https://clinicaltrials.gov/show/NCT04525417
3138,NCT04529499,ClinicalTrials.gov,2020-08-19,2020-08-20,False,Not Recruiting,Phase 3,Interventional,Kuwait,Clinical Trial Evaluating the Efficacy and Safety of Favipiravir in Moderate to Severe COVID-19 Patients,780,https://clinicaltrials.gov/show/NCT04529499
3139,NCT04536376,ClinicalTrials.gov,2020-08-26,2021-01-15,False,Recruiting,Not Applicable,Interventional,United States,First Responder Resiliency Program During COVID-19,10,https://clinicaltrials.gov/show/NCT04536376
3140,NCT04542395,ClinicalTrials.gov,2020-09-03,2021-06-01,False,Not Recruiting,Not Applicable,Interventional,No Country Given,COVID-2019 Testing and Vaccination Among African American and Latinx Public Housing Residents,310,https://clinicaltrials.gov/show/NCT04542395
3141,NCT04548934,ClinicalTrials.gov,2020-09-02,2020-09-13,False,Not Recruiting,Not Applicable,Interventional,Italy,Effect of Wearing Personal Protective Equipment (PPE) on CPR Quality in Times of the COVID-19-pandemic,34,https://clinicaltrials.gov/show/NCT04548934
3142,NCT04581200,ClinicalTrials.gov,2020-10-04,2021-01-25,False,Recruiting,Not Applicable,Interventional,United States,Lift Mobile Mindfulness for COVID-19 Distress Symptoms,300,https://clinicaltrials.gov/show/NCT04581200
3143,NCT04584567,ClinicalTrials.gov,2020-10-06,2020-11-20,False,Recruiting,Phase 3,Interventional,Tunisia,"OD-doxy-PNV-COVID-19 Old Drug "" DOXY "" for Prevention of New Virus "" COVID-19 """,1100,https://clinicaltrials.gov/show/NCT04584567
3144,NCT04584710,ClinicalTrials.gov,2020-10-08,2020-10-13,False,Not Recruiting,Phase 2,Interventional,United States,A Phase 2 Study of RTB101 as COVID-19 Post-Exposure Prophylaxis in Older Adults,60,https://clinicaltrials.gov/show/NCT04584710
3145,NCT04603079,ClinicalTrials.gov,2020-10-19,2021-04-01,False,Not Recruiting,Not Applicable,Interventional,No Country Given,Nurse Leadership for Hospital Infection Control,200,https://clinicaltrials.gov/show/NCT04603079
3146,NCT04607915,ClinicalTrials.gov,2020-07-30,2021-02-05,False,Not Recruiting,Not Applicable,Interventional,No Country Given,Technology-enabled Collaborative Care for Diabetes Management During COVID-19,30,https://clinicaltrials.gov/show/NCT04607915
3147,NCT04615429,ClinicalTrials.gov,2020-10-25,2020-09-15,True,Not Recruiting,Phase 2,Interventional,Spain,Clinical Trial to Assess the Efficacy of MSC in Patients With ARDS Due to COVID-19,20,https://clinicaltrials.gov/show/NCT04615429
3148,NCT04639375,ClinicalTrials.gov,2020-11-16,2020-11-15,True,Recruiting,Phase 4,Interventional,United States,Polio Vaccine (IPV) for SARS-CoV-2 and Prevention of Coronavirus Disease (COVID-19),300,https://clinicaltrials.gov/show/NCT04639375
3149,NCT04643678,ClinicalTrials.gov,2020-11-24,2020-10-30,True,Recruiting,Phase 2/Phase 3,Interventional,Qatar,Anakinra in the Management of COVID-19 Infection,80,https://clinicaltrials.gov/show/NCT04643678
3150,NCT04647747,ClinicalTrials.gov,2020-11-27,2020-11-30,False,Recruiting,Not Applicable,Interventional,Norway,Silent Hypoxia and Awake Proning in COVID-19 Patients,40,https://clinicaltrials.gov/show/NCT04647747
3151,NCT04663555,ClinicalTrials.gov,2020-12-09,2021-02-02,False,Recruiting,Phase 4,Interventional,Czech Republic,Effect of Two Different Doses of Dexamethasone in Patients With ARDS and COVID-19,300,https://clinicaltrials.gov/show/NCT04663555
3152,NCT04663945,ClinicalTrials.gov,2020-12-08,2020-12-11,False,Recruiting,Not Applicable,Interventional,United States,Predictors of Recovery and the App-Facilitated Tele-Rehabilitation (AFTER) Program for COVID-19 Survivors,45,https://clinicaltrials.gov/show/NCT04663945
3153,NCT04668625,ClinicalTrials.gov,2020-12-09,2020-11-30,True,Not Recruiting,Not Applicable,Interventional,Spain,"Risk of Infection of Severe Acute Respiratory Syndrome Coronavirus-2 (SARS-CoV-2), COVID-19, in a Massive Musical Show With Transmission Prevention Measures",1000,https://clinicaltrials.gov/show/NCT04668625
3154,NCT04672395,ClinicalTrials.gov,2020-12-16,2021-03-01,False,Not Recruiting,Phase 2/Phase 3,Interventional,"Dominican Republic, Nepal, South Africa, Colombia, Belgium, Brazil, Poland, Panama, Germany, Philippines",A Controlled Phase 2/3 Study of Adjuvanted Recombinant SARS-CoV-2 Trimeric S-protein Vaccine (SCB-2019) for the Prevention of COVID-19,22000,https://clinicaltrials.gov/show/NCT04672395
3155,NCT04678687,ClinicalTrials.gov,2020-12-02,2021-01-01,False,Not Recruiting,Not Applicable,Interventional,Turkey,COVID-19 and Tissue Damage in Vital Organs,10,https://clinicaltrials.gov/show/NCT04678687
3156,NCT04678700,ClinicalTrials.gov,2020-12-12,2021-03-01,False,Recruiting,Not Applicable,Interventional,Spain,Implementation of a Respiratory Physiotherapy Program in Post COVID-19 Patients Through Tele-assistance,40,https://clinicaltrials.gov/show/NCT04678700
3157,NCT04703036,ClinicalTrials.gov,2021-01-06,2021-01-11,False,Recruiting,Phase 1,Interventional,United States,"Glutathione, Oxidative Stress and Mitochondrial Function in COVID-19",64,https://clinicaltrials.gov/show/NCT04703036
