ISRCTN,Basic results,Peer-reviewed publications,Overall trial start,Overall trial end,Record last updated,Overall trial status,Recruitment status,EudraCT number,ClinicalTrials.gov number
ISRCTN00586497,,,03/05/2008,04/11/2010,06/10/2016,Completed,No longer recruiting,2006-006210-14,
ISRCTN95538913,,2012 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/23013141 protocol 2016 Results article in http://www.ncbi.nlm.nih.gov/pubmed/27220276 results,25/06/2012,25/01/2013,31/03/2017,Completed,No longer recruiting,,
ISRCTN77215948,,2018 Results article in https://www.ncbi.nlm.nih.gov/pubmed/29924461 results (added 17/04/2019),01/07/2012,30/11/2012,17/04/2019,Completed,No longer recruiting,,
ISRCTN99745836,,,01/05/2012,30/07/2012,06/12/2019,Completed,No longer recruiting,,
ISRCTN98405441,,"2007 Results article in http://www.ncbi.nlm.nih.gov/pubmed/17895895 results 2020 Other publications in https://pubmed.ncbi.nlm.nih.gov/32790589/ post-hoc analysis (added 17/08/2020) 2021 Other publications in https://pubmed.ncbi.nlm.nih.gov/34359796/ Lead Time and Prognostic Role of Serum CEA, CA19-9, IL-6, CRP, and YKL-40 after Adjuvant Chemotherapy in Colorectal Cancer (added 09/08/2021)",07/11/1997,31/12/2012,09/08/2021,Completed,No longer recruiting,,
ISRCTN26092132,,2016 Results article in https://www.ncbi.nlm.nih.gov/pubmed/27561827 results,28/05/2012,01/04/2015,07/02/2017,Completed,No longer recruiting,,
ISRCTN20153044,,2014 Results article in https://pubmed.ncbi.nlm.nih.gov/25632346/ results (added 17/12/2020),01/05/2011,31/07/2011,17/12/2020,Completed,No longer recruiting,,
ISRCTN28788224,,,18/02/2012,09/04/2013,12/01/2018,Completed,No longer recruiting,,
ISRCTN76705891,,2013 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/23433395 protocol,01/02/2012,01/04/2014,19/05/2015,Completed,No longer recruiting,,
ISRCTN27497769,,,01/06/2012,01/06/2015,10/08/2020,Completed,No longer recruiting,,
ISRCTN85166072,,2019 Results article in https://www.ncbi.nlm.nih.gov/pubmed/30328495 results,01/09/2012,01/03/2017,24/10/2018,Completed,No longer recruiting,,
ISRCTN78894548,,,30/08/2012,29/03/2013,29/09/2014,Completed,No longer recruiting,,
ISRCTN54451987,,2018 Results article in http://dx.doi.org/10.5750/ejpch.v6i4.1538 results (added 22/01/2019),15/06/2012,15/06/2014,22/01/2019,Completed,No longer recruiting,,
ISRCTN47349949,,,01/10/2012,31/03/2013,28/02/2018,Completed,No longer recruiting,,
ISRCTN12861674,,,18/01/2012,25/03/2012,10/07/2012,Completed,No longer recruiting,,
ISRCTN12376468,,2014 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/25336193 protocol 2021 Results article in https://pubmed.ncbi.nlm.nih.gov/33610215/ results (added 22/02/2021) 2021 Results article in https://pubmed.ncbi.nlm.nih.gov/34042566/ (added 28/05/2021),01/10/2012,30/11/2018,28/05/2021,Completed,No longer recruiting,,NCT01915693
ISRCTN13081712,,,01/09/2009,01/10/2011,22/09/2016,Completed,No longer recruiting,,
ISRCTN27293422,,,01/01/1995,30/06/2011,20/04/2017,Completed,No longer recruiting,,
ISRCTN49496801,,,01/01/2015,01/01/2017,18/04/2019,Stopped,Stopped,,
ISRCTN66499946,,,01/08/2012,31/12/2014,06/07/2012,Completed,No longer recruiting,,
ISRCTN73466412,,,30/03/2012,30/03/2013,28/02/2018,Completed,No longer recruiting,,
ISRCTN74502911,,2015 Results article in http://www.ncbi.nlm.nih.gov/pubmed/25884168 results,01/06/2012,21/11/2012,15/06/2016,Completed,No longer recruiting,,
ISRCTN23560818,,2013 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/24289059 protocol 2016 Results article in http://www.ncbi.nlm.nih.gov/pubmed/26647412 results 2017 Results article in http://www.ncbi.nlm.nih.gov/pubmed/28776320 cost effectiveness results,16/07/2012,28/02/2014,09/08/2017,Completed,No longer recruiting,,NCT01635361
ISRCTN27508731,,2014 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/24460845 protocol 2015 Results article in http://www.ncbi.nlm.nih.gov/pubmed/26044763 results 2015 Results article in http://www.ncbi.nlm.nih.gov/pubmed/26187378 substudy results 2016 Results article in http://www.ncbi.nlm.nih.gov/pubmed/27252245 results 2016 Other publications in https://www.ncbi.nlm.nih.gov/pubmed/27566642 2016 Results article in http://www.ncbi.nlm.nih.gov/pubmed/27670521 results,11/06/2012,31/07/2013,21/02/2018,Completed,No longer recruiting,,
ISRCTN97744893,,,23/03/2012,31/03/2022,10/11/2020,Completed,No longer recruiting,,
ISRCTN87634685,,2012 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/22945963 protocol 2015 Results article in http://www.ncbi.nlm.nih.gov/pubmed/26578326 results 2016 Results article in http://www.ncbi.nlm.nih.gov/pubmed/27272608 results,12/10/2011,30/09/2013,13/06/2016,Completed,No longer recruiting,,
ISRCTN13663741,,2013 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/23522152 protocol 2015 Results article in http://www.ncbi.nlm.nih.gov/pubmed/25934044 results,12/04/2012,28/02/2014,06/05/2015,Completed,No longer recruiting,,
ISRCTN14121394,,,26/09/2011,27/07/2012,25/08/2016,Completed,No longer recruiting,,
ISRCTN30768139,,,02/07/2012,30/07/2014,03/07/2012,Completed,No longer recruiting,,
ISRCTN68772788,,,01/07/2012,31/12/2013,14/07/2015,Completed,No longer recruiting,,
ISRCTN77419032,,,01/10/2011,30/06/2013,23/05/2014,Completed,No longer recruiting,,
ISRCTN11225767,,2014 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/25409738 protocol 2020 Results article in https://doi.org/10.1016/S0140-6736(20)30848-5 results (added 23/07/2020),02/01/2013,19/07/2019,25/09/2020,Completed,No longer recruiting,2012-003192-19,NCT01658124
ISRCTN30294119,,2020 Protocol article in https://pubmed.ncbi.nlm.nih.gov/32847927/ protocol (added 02/09/2020) 2021 Results article in https://pubmed.ncbi.nlm.nih.gov/33838757/ results for newly diagnosed focal epilepsy (added 13/04/2021) 2021 Results article in https://pubmed.ncbi.nlm.nih.gov/33838758/ results for newly diagnosed generalised and unclassifiable epilepsy (added 13/04/2021) 2021 Other publications in https://pubmed.ncbi.nlm.nih.gov/34225782/ sub study on methods (added 07/07/2021) 2021 Results article in https://pubmed.ncbi.nlm.nih.gov/34931602/ HTA report (added 22/12/2021),01/08/2012,30/11/2019,22/12/2021,Completed,No longer recruiting,2012-001884-64,
ISRCTN44785771,,2017 Results article in https://www.ncbi.nlm.nih.gov/pubmed/28593430 results,04/03/2011,31/07/2012,28/02/2018,Completed,No longer recruiting,,
ISRCTN65924234,,2013 Results article in http://www.ncbi.nlm.nih.gov/pubmed/24004917 results,01/06/2011,30/11/2012,30/07/2014,Completed,No longer recruiting,,
ISRCTN26780329,,2011 Results article in http://www.ncbi.nlm.nih.gov/pubmed/21280176 results 2011 Results article in http://www.ncbi.nlm.nih.gov/pubmed/21774831 results 2012 Results article in http://www.ncbi.nlm.nih.gov/pubmed/23021568 results 2014 Results article in http://www.ncbi.nlm.nih.gov/pubmed/24996614 results,01/01/2009,31/03/2009,20/10/2017,Completed,No longer recruiting,,
ISRCTN68224706,,,01/09/2012,01/09/2014,25/04/2019,Completed,No longer recruiting,2011-005207-32,NCT01617226
ISRCTN57878347,,2016 Results article in https://www.ncbi.nlm.nih.gov/pubmed/27088583 results,05/04/2012,31/10/2012,13/03/2018,Completed,No longer recruiting,2011-005102-30,NCT01443416
ISRCTN51069819,,2015 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/26474943 protocol 2020 Results article in https://www.ncbi.nlm.nih.gov/pubmed/31425580 results (added 21/08/2019),01/08/2012,08/06/2017,21/08/2019,Completed,No longer recruiting,2012-000935-18,
ISRCTN96077718,Basic results in https://www.clinicaltrialsregister.eu/ctr-search/trial/2011-004355-40/results (added 21/06/2019),,22/06/2012,31/07/2012,21/06/2019,Completed,No longer recruiting,2011-004355-40,NCT01681940
ISRCTN96705420,,2016 Results article in http://www.ncbi.nlm.nih.gov/pubmed/26938214 results,01/09/2012,25/03/2015,24/07/2019,Completed,No longer recruiting,,
ISRCTN48085815,,,01/09/2008,30/12/2009,26/06/2012,Completed,No longer recruiting,,
ISRCTN21973627,,2013 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/23938028 protocol 2017 Results article in http://www.ncbi.nlm.nih.gov/pubmed/28420629 results,20/06/2011,23/07/2015,20/04/2017,Completed,No longer recruiting,2010-022894-32,
ISRCTN61621571,,2018 Results article in https://www.ncbi.nlm.nih.gov/pubmed/29242000 results,01/07/2012,31/03/2014,15/02/2018,Completed,No longer recruiting,,
ISRCTN46102316,,,07/11/2012,07/11/2017,29/08/2019,Completed,No longer recruiting,2010-023744-33,NCT01603407
ISRCTN97242511,,2014 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/24852301 protocol 2018 Results article in http://www.ncbi.nlm.nih.gov/pubmed/29353635 results,01/10/2012,01/10/2013,04/10/2018,Completed,No longer recruiting,,
ISRCTN42400492,,2016 Results article in https://www.ncbi.nlm.nih.gov/pubmed/26867046 results,01/07/2012,31/12/2032,13/12/2021,Ongoing,Recruiting,,
ISRCTN14172341,,2014 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/24460845 protocol 2015 Results article in http://www.ncbi.nlm.nih.gov/pubmed/26044763 results 2015 Results article in http://www.ncbi.nlm.nih.gov/pubmed/26187378 substudy results 2016 Results article in http://www.ncbi.nlm.nih.gov/pubmed/26912230 results 2016 Results article in http://www.ncbi.nlm.nih.gov/pubmed/27132075 results,11/06/2012,31/07/2013,05/05/2016,Completed,No longer recruiting,,
ISRCTN95325384,,2016 Abstract results in http://www.atsjournals.org/doi/pdf/10.1164/ajrccm-conference.2016.193.1_MeetingAbstracts.A2727 results,02/07/2012,30/04/2015,11/07/2017,Completed,No longer recruiting,2011-005815-10,NCT01653665
ISRCTN63305738,,,01/07/2012,30/06/2014,06/12/2016,Completed,No longer recruiting,,
ISRCTN66118656,,2017 Results article in https://www.ncbi.nlm.nih.gov/pubmed/29261655 results 2018 Results article in https://www.ncbi.nlm.nih.gov/pubmed/29318985 results 2019 Results article in https://www.ncbi.nlm.nih.gov/pubmed/30782867 results,01/10/2012,31/10/2016,24/02/2020,Completed,No longer recruiting,,
ISRCTN66172474,,,03/02/2011,31/12/2021,29/11/2021,Completed,No longer recruiting,2010-023135-42,NCT01355445
ISRCTN33864128,,2015 Results article in http://www.ncbi.nlm.nih.gov/pubmed/25956385 results,01/07/2012,31/03/2017,19/08/2015,Completed,No longer recruiting,,NCT01623011
ISRCTN32119670,,2015 Results article in http://www.ncbi.nlm.nih.gov/pubmed/25881623 results 2015 Results article in http://www.ncbi.nlm.nih.gov/pubmed/25944545 results 2015 Results article in http://www.ncbi.nlm.nih.gov/pubmed/26701763 results,01/01/2010,31/01/2012,24/06/2016,Completed,No longer recruiting,,
ISRCTN16043724,,2013 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/23522096 protocol 2016 Results article in http://www.ncbi.nlm.nih.gov/pubmed/27766119 results,01/07/2012,30/06/2013,24/10/2016,Completed,No longer recruiting,2011-004425-27,NCT01647750
ISRCTN75541926,,,21/09/2012,31/12/2013,06/09/2016,Completed,No longer recruiting,,
ISRCTN62215021,,2015 Results article in http://www.ncbi.nlm.nih.gov/pubmed/25253443 results,02/07/2012,24/09/2012,05/05/2016,Completed,No longer recruiting,,
ISRCTN34145189,,2013 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/23947774 protocol 2016 Results article in http://www.ncbi.nlm.nih.gov/pubmed/27688024 results,01/06/2012,31/03/2013,03/10/2016,Completed,No longer recruiting,,
ISRCTN38209986,,2020 Results article in https://www.ncbi.nlm.nih.gov/pubmed/31084635 results (added 21/06/2019),01/12/2010,31/12/2016,21/06/2019,Completed,No longer recruiting,,
ISRCTN17767032,,,01/10/2011,01/10/2013,14/05/2019,Completed,No longer recruiting,,NCT01599481
ISRCTN75740459,,,01/02/2012,01/09/2012,29/09/2014,Completed,No longer recruiting,,
ISRCTN39411395,,2015 Results article in http://www.ncbi.nlm.nih.gov/pubmed/25620198 results,01/06/2012,01/12/2013,20/01/2020,Completed,No longer recruiting,,
ISRCTN96819844,,2013 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/23819587 protocol 2016 Results article in http://www.ncbi.nlm.nih.gov/pubmed/27391368 results,01/07/2010,31/07/2014,24/05/2017,Completed,No longer recruiting,,
ISRCTN23868518,,2013 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/23289919 protocol 2015 Results article in http://www.ncbi.nlm.nih.gov/pubmed/26466804 results 2016 Results article in http://www.ncbi.nlm.nih.gov/pubmed/27129980 results 2018 Results article in https://www.ncbi.nlm.nih.gov/pubmed/30241499 results 2019 Results article in https://www.ncbi.nlm.nih.gov/pubmed/30646948 results,01/01/2010,31/12/2016,18/01/2019,Completed,No longer recruiting,,
ISRCTN12600624,,2014 Results article in https://www.ncbi.nlm.nih.gov/pubmed/25160945 results,19/04/2012,31/12/2012,18/01/2019,Completed,No longer recruiting,,
ISRCTN20363887,,Results article in https://dx.doi.org/10.1055/s-0038-1627629 results (added 18/01/2019) Results article in https://dx.doi.org/10.1055/s-0037-1616456 results (added 18/01/2019),23/04/2012,31/01/2013,11/09/2019,Completed,No longer recruiting,,
ISRCTN99641923,,,01/01/2008,31/12/2008,29/09/2014,Completed,No longer recruiting,,
ISRCTN43606442,,2013 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/23856015 protocol,31/05/2012,30/09/2012,26/02/2019,Completed,No longer recruiting,,
ISRCTN18912042,,2013 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/24021033 protocol 2016 Results article in https://www.ncbi.nlm.nih.gov/pubmed/27931242 results,01/09/2012,30/11/2013,02/10/2018,Completed,No longer recruiting,,
ISRCTN71883082,,2016 Results article in https://www.ncbi.nlm.nih.gov/pubmed/28695183 results (added 18/01/2019),01/02/2012,26/11/2013,18/01/2019,Completed,No longer recruiting,,
ISRCTN83465245,,2015 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/26130075 protocol 2015 Other publications in http://www.ncbi.nlm.nih.gov/pubmed/26678750 Development of support programme 2021 Results article in https://pubmed.ncbi.nlm.nih.gov/34078362/ (added 04/06/2021) 2021 Results article in https://pubmed.ncbi.nlm.nih.gov/34995176/ (added 10/01/2022),01/08/2013,31/12/2019,10/01/2022,Completed,No longer recruiting,,
ISRCTN88101063,,2013 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/23356823 protocol 2017 Results article in https://pubmed.ncbi.nlm.nih.gov/28438140/ results (added 15/10/2020),26/09/2014,26/09/2015,15/10/2020,Completed,No longer recruiting,,
ISRCTN40517475,,2015 Results article in http://www.ncbi.nlm.nih.gov/pubmed/26333512 results,03/09/2012,08/02/2013,04/09/2015,Completed,No longer recruiting,,
ISRCTN13272820,,2010 Results article in http://www.ncbi.nlm.nih.gov/pubmed/20026575 results,01/10/2004,31/12/2005,05/12/2014,Completed,No longer recruiting,,
ISRCTN30242271,,2013 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/23782493 protocol,01/06/2013,30/11/2015,25/10/2013,Completed,No longer recruiting,,
ISRCTN63368283,,2012 Results article in http://www.ncbi.nlm.nih.gov/pubmed/22953994 results,01/02/2002,01/06/2004,30/01/2015,Completed,No longer recruiting,,
ISRCTN37877803,,,08/08/2007,29/01/2008,02/08/2012,Completed,No longer recruiting,,
ISRCTN60972025,,2014 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/25392813 protocol 2015 Results article in http://www.ncbi.nlm.nih.gov/pubmed/26275718 results,01/10/2012,30/06/2014,17/08/2015,Completed,No longer recruiting,,
ISRCTN97558933,,,08/12/2011,20/06/2012,13/02/2018,Completed,No longer recruiting,,
ISRCTN40879573,,2015 Results article in https://www.ncbi.nlm.nih.gov/pubmed/25592171 results (added 16/01/2019),10/01/2012,30/09/2012,17/01/2019,Completed,No longer recruiting,,
ISRCTN88687420,,2015 Results article in http://www.ncbi.nlm.nih.gov/pubmed/26036646 results,10/02/2012,01/02/2013,26/08/2016,Completed,No longer recruiting,,
ISRCTN79652741,,,01/06/2012,01/05/2013,04/07/2018,Completed,No longer recruiting,,
ISRCTN52922229,,,01/04/2010,01/07/2012,07/04/2016,Completed,No longer recruiting,,
ISRCTN41183655,,2013 Results article in http://www.ncbi.nlm.nih.gov/pubmed/23339578 results,13/10/2010,05/05/2011,05/10/2016,Completed,No longer recruiting,,
ISRCTN96922360,Basic results in http://clinicaltrials.servier.com/wp-content/uploads/CL1-78454-009_synopsis_report.pdf,,01/03/2012,30/11/2013,18/04/2018,Completed,No longer recruiting,,
ISRCTN76494641,,,01/10/2011,31/03/2013,29/09/2014,Completed,No longer recruiting,,
ISRCTN63294155,,2012 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/23098408 protocol 2016 Results article in http://www.ncbi.nlm.nih.gov/pubmed/28588915 results,01/11/2011,28/02/2014,08/06/2017,Completed,No longer recruiting,,
ISRCTN82257414,,2014 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/24708700 protocol 2015 Results article in http://www.ncbi.nlm.nih.gov/pubmed/26672598 results,17/03/2011,31/10/2012,22/11/2018,Completed,No longer recruiting,,
ISRCTN23362894,,2017 Results article in https://www.ncbi.nlm.nih.gov/pubmed/27708113 results,30/07/2012,30/09/2013,07/10/2016,Completed,No longer recruiting,,
ISRCTN94127149,,,01/06/2012,01/05/2013,15/05/2018,Stopped,No longer recruiting,,
ISRCTN06220098,,2013 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/23294668 protocol 2019 Results article in https://www.ncbi.nlm.nih.gov/pubmed/30701377 results (added 01/02/2019),01/04/2012,31/03/2015,01/02/2019,Completed,No longer recruiting,,
ISRCTN87909028,,2012 Results article in http://www.ncbi.nlm.nih.gov/pubmed/23198694 results,01/01/2007,30/06/2008,11/12/2012,Completed,No longer recruiting,,
ISRCTN09447850,,,25/04/2012,25/10/2012,13/02/2018,Completed,No longer recruiting,,
ISRCTN73736539,,2017 Results article in https://www.ncbi.nlm.nih.gov/pubmed/27813055 results (added 18/01/2019),01/06/2012,31/12/2013,21/01/2019,Completed,No longer recruiting,,
ISRCTN27523895,,2012 Results article in http://www.ncbi.nlm.nih.gov/pubmed/23104019 results 2012 Results article in http://www.ncbi.nlm.nih.gov/pubmed/23168750 results,05/11/2010,15/04/2012,30/11/2015,Completed,No longer recruiting,,
ISRCTN42045594,,2013 Results article in https://www.ncbi.nlm.nih.gov/pubmed/23665124 results,15/05/2012,15/07/2012,14/02/2019,Completed,No longer recruiting,,
ISRCTN08913646,,,10/05/2012,09/05/2014,23/06/2017,Completed,No longer recruiting,,
ISRCTN05245917,,2012 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/22954027 protocol 2020 Results article in https://pubmed.ncbi.nlm.nih.gov/31687884/ (added 27/09/2021),01/03/2012,30/06/2013,27/09/2021,Completed,No longer recruiting,,
ISRCTN08439795,,,16/05/2012,01/07/2012,30/11/2015,Completed,No longer recruiting,,
